image_id,true_label,predicted_label,confidence,probabilities,second_class,second_confidence
cmtf9mc5604glyc87hh11v7lx,leaf_rust,leaf_blight,0.5035,"{""healthy"": 0.0197, ""leaf_rust"": 0.1933, ""leaf_spot"": 0.2835, ""leaf_blight"": 0.5035}",leaf_spot,0.2835
cmtf9mc5z04h0yc87x9r7894k,leaf_rust,leaf_spot,0.5795,"{""healthy"": 0.0505, ""leaf_rust"": 0.1025, ""leaf_spot"": 0.5795, ""leaf_blight"": 0.2675}",leaf_blight,0.2675
cmtf9mc6804h5yc87wrhdusfd,leaf_rust,leaf_spot,0.5582,"{""healthy"": 0.0498, ""leaf_rust"": 0.0951, ""leaf_spot"": 0.5582, ""leaf_blight"": 0.2968}",leaf_blight,0.2968
cmtf9mc6i04hayc87k202mq6u,leaf_rust,leaf_spot,0.3702,"{""healthy"": 0.0263, ""leaf_rust"": 0.3651, ""leaf_spot"": 0.3702, ""leaf_blight"": 0.2384}",leaf_rust,0.3651
cmtf9mc6t04hfyc87w2ijwpi5,leaf_rust,leaf_spot,0.4473,"{""healthy"": 0.026, ""leaf_rust"": 0.1757, ""leaf_spot"": 0.4473, ""leaf_blight"": 0.351}",leaf_blight,0.351
cmtf9mc7d04hpyc878rjl1jbv,leaf_rust,leaf_spot,0.5428,"{""healthy"": 0.063, ""leaf_rust"": 0.2284, ""leaf_spot"": 0.5428, ""leaf_blight"": 0.1658}",leaf_rust,0.2284
cmtf9mc7n04huyc874oy2yrc0,leaf_rust,leaf_blight,0.4171,"{""healthy"": 0.0158, ""leaf_rust"": 0.3217, ""leaf_spot"": 0.2454, ""leaf_blight"": 0.4171}",leaf_rust,0.3217
cmtf9mc7x04hzyc87yln6wc08,leaf_rust,leaf_spot,0.4738,"{""healthy"": 0.0179, ""leaf_rust"": 0.1882, ""leaf_spot"": 0.4738, ""leaf_blight"": 0.3201}",leaf_blight,0.3201
cmtf9mc8a04i4yc87syc2l03a,leaf_rust,leaf_spot,0.3455,"{""healthy"": 0.2248, ""leaf_rust"": 0.0881, ""leaf_spot"": 0.3455, ""leaf_blight"": 0.3417}",leaf_blight,0.3417
cmtf9mc8v04i9yc874unue399,leaf_rust,leaf_spot,0.5752,"{""healthy"": 0.0325, ""leaf_rust"": 0.1419, ""leaf_spot"": 0.5752, ""leaf_blight"": 0.2504}",leaf_blight,0.2504
cmtf9mcad04ioyc8751mnjbd3,leaf_rust,leaf_spot,0.4709,"{""healthy"": 0.0387, ""leaf_rust"": 0.233, ""leaf_spot"": 0.4709, ""leaf_blight"": 0.2574}",leaf_blight,0.2574
cmtf9mcat04iyyc87369bxyd0,leaf_rust,leaf_blight,0.5058,"{""healthy"": 0.021, ""leaf_rust"": 0.0684, ""leaf_spot"": 0.4048, ""leaf_blight"": 0.5058}",leaf_spot,0.4048
cmtf9mcb704j8yc87skpff7e9,leaf_rust,leaf_spot,0.443,"{""healthy"": 0.0152, ""leaf_rust"": 0.1053, ""leaf_spot"": 0.443, ""leaf_blight"": 0.4364}",leaf_blight,0.4364
cmtf9mcbd04jdyc8792930p52,leaf_rust,leaf_spot,0.4413,"{""healthy"": 0.0149, ""leaf_rust"": 0.4368, ""leaf_spot"": 0.4413, ""leaf_blight"": 0.1069}",leaf_rust,0.4368
cmtf9mcbi04jiyc87bjafsuib,leaf_rust,leaf_spot,0.5544,"{""healthy"": 0.0359, ""leaf_rust"": 0.1259, ""leaf_spot"": 0.5544, ""leaf_blight"": 0.2838}",leaf_blight,0.2838
cmtf9mcbo04jnyc87y5oolbme,leaf_rust,leaf_spot,0.424,"{""healthy"": 0.0135, ""leaf_rust"": 0.3023, ""leaf_spot"": 0.424, ""leaf_blight"": 0.2602}",leaf_rust,0.3023
cmtf9mcby04jxyc87r3xg3zf7,leaf_rust,leaf_blight,0.4238,"{""healthy"": 0.0148, ""leaf_rust"": 0.2184, ""leaf_spot"": 0.343, ""leaf_blight"": 0.4238}",leaf_spot,0.343
cmtf9mcc904k7yc87ze2q6h2o,leaf_rust,leaf_spot,0.4484,"{""healthy"": 0.0578, ""leaf_rust"": 0.113, ""leaf_spot"": 0.4484, ""leaf_blight"": 0.3808}",leaf_blight,0.3808
cmtf9mccd04kcyc8705iqny3t,leaf_rust,leaf_spot,0.5582,"{""healthy"": 0.0196, ""leaf_rust"": 0.1332, ""leaf_spot"": 0.5582, ""leaf_blight"": 0.2891}",leaf_blight,0.2891
cmtf9mcco04kmyc87r05wnsoh,leaf_rust,leaf_spot,0.4412,"{""healthy"": 0.0846, ""leaf_rust"": 0.1699, ""leaf_spot"": 0.4412, ""leaf_blight"": 0.3042}",leaf_blight,0.3042
cmtf9mcct04kryc872h110746,leaf_rust,leaf_spot,0.4487,"{""healthy"": 0.0056, ""leaf_rust"": 0.3119, ""leaf_spot"": 0.4487, ""leaf_blight"": 0.2338}",leaf_rust,0.3119
cmtf9mcdb04l6yc876b5udsks,leaf_rust,leaf_spot,0.5435,"{""healthy"": 0.0186, ""leaf_rust"": 0.1404, ""leaf_spot"": 0.5435, ""leaf_blight"": 0.2974}",leaf_blight,0.2974
cmtf9mcdz04llyc872iw7lad8,leaf_rust,leaf_spot,0.385,"{""healthy"": 0.0633, ""leaf_rust"": 0.3233, ""leaf_spot"": 0.385, ""leaf_blight"": 0.2284}",leaf_rust,0.3233
cmtf9mcea04lvyc878tz25w24,leaf_rust,leaf_spot,0.3722,"{""healthy"": 0.0381, ""leaf_rust"": 0.341, ""leaf_spot"": 0.3722, ""leaf_blight"": 0.2487}",leaf_rust,0.341
cmtf9mces04mfyc8772egar85,leaf_rust,leaf_spot,0.4883,"{""healthy"": 0.0101, ""leaf_rust"": 0.2035, ""leaf_spot"": 0.4883, ""leaf_blight"": 0.2981}",leaf_blight,0.2981
cmtf9rspj08ifyc87o09t8fdb,leaf_blight,leaf_spot,0.4589,"{""healthy"": 0.1128, ""leaf_rust"": 0.0379, ""leaf_spot"": 0.4589, ""leaf_blight"": 0.3903}",leaf_blight,0.3903
cmtf9rsqu08jtyc87x3hty0yv,leaf_blight,leaf_rust,0.4519,"{""healthy"": 0.0745, ""leaf_rust"": 0.4519, ""leaf_spot"": 0.2251, ""leaf_blight"": 0.2486}",leaf_blight,0.2486
cmtf9rsrb08kiyc87ma9qjihy,leaf_blight,leaf_spot,0.5085,"{""healthy"": 0.216, ""leaf_rust"": 0.0391, ""leaf_spot"": 0.5085, ""leaf_blight"": 0.2364}",leaf_blight,0.2364
cmtf9rsrf08knyc87q6t6j38s,leaf_blight,leaf_rust,0.389,"{""healthy"": 0.0829, ""leaf_rust"": 0.389, ""leaf_spot"": 0.1518, ""leaf_blight"": 0.3763}",leaf_blight,0.3763
cmtf9rsrq08kxyc87lin2kfhr,leaf_blight,leaf_spot,0.414,"{""healthy"": 0.0744, ""leaf_rust"": 0.1619, ""leaf_spot"": 0.414, ""leaf_blight"": 0.3497}",leaf_blight,0.3497
cmtf9rss408lhyc87ybjql19o,leaf_blight,healthy,0.3876,"{""healthy"": 0.3876, ""leaf_rust"": 0.0771, ""leaf_spot"": 0.2581, ""leaf_blight"": 0.2773}",leaf_blight,0.2773
cmtf9rssc08lryc875qodv1uj,leaf_blight,leaf_rust,0.449,"{""healthy"": 0.0745, ""leaf_rust"": 0.449, ""leaf_spot"": 0.1681, ""leaf_blight"": 0.3084}",leaf_blight,0.3084
cmtf9rsso08m6yc87ekax6xgl,leaf_blight,leaf_spot,0.377,"{""healthy"": 0.1155, ""leaf_rust"": 0.1389, ""leaf_spot"": 0.377, ""leaf_blight"": 0.3686}",leaf_blight,0.3686
cmtf9rst808mvyc87c6tiiss1,leaf_blight,leaf_spot,0.386,"{""healthy"": 0.0502, ""leaf_rust"": 0.2552, ""leaf_spot"": 0.386, ""leaf_blight"": 0.3086}",leaf_blight,0.3086
cmtf9rstg08n5yc87b4dm2q4n,leaf_blight,leaf_spot,0.3394,"{""healthy"": 0.2834, ""leaf_rust"": 0.0694, ""leaf_spot"": 0.3394, ""leaf_blight"": 0.3077}",leaf_blight,0.3077
cmtf9rsto08nfyc874r5sufow,leaf_blight,leaf_spot,0.4134,"{""healthy"": 0.2127, ""leaf_rust"": 0.1267, ""leaf_spot"": 0.4134, ""leaf_blight"": 0.2472}",leaf_blight,0.2472
cmtf9rstx08npyc87qfgkco8d,leaf_blight,leaf_spot,0.4167,"{""healthy"": 0.1765, ""leaf_rust"": 0.097, ""leaf_spot"": 0.4167, ""leaf_blight"": 0.3098}",leaf_blight,0.3098
cmtf9rsu108nuyc87pseh61lb,leaf_blight,leaf_rust,0.3345,"{""healthy"": 0.0293, ""leaf_rust"": 0.3345, ""leaf_spot"": 0.3062, ""leaf_blight"": 0.33}",leaf_blight,0.33
cmtf9rsue08o9yc87u2ep1x1l,leaf_blight,leaf_spot,0.4485,"{""healthy"": 0.045, ""leaf_rust"": 0.061, ""leaf_spot"": 0.4485, ""leaf_blight"": 0.4455}",leaf_blight,0.4455
cmtf9rsum08ojyc875vup559v,leaf_blight,leaf_rust,0.4169,"{""healthy"": 0.004, ""leaf_rust"": 0.4169, ""leaf_spot"": 0.237, ""leaf_blight"": 0.3421}",leaf_blight,0.3421
cmtf9rsuy08oyyc87jcf22h8q,leaf_blight,leaf_spot,0.4263,"{""healthy"": 0.0576, ""leaf_rust"": 0.2716, ""leaf_spot"": 0.4263, ""leaf_blight"": 0.2445}",leaf_rust,0.2716
cmtf9rsv208p3yc87fmxwmm7a,leaf_blight,leaf_spot,0.3601,"{""healthy"": 0.1102, ""leaf_rust"": 0.1927, ""leaf_spot"": 0.3601, ""leaf_blight"": 0.3369}",leaf_blight,0.3369
cmtf9rsvb08pdyc87faujmv12,leaf_blight,leaf_spot,0.5089,"{""healthy"": 0.0976, ""leaf_rust"": 0.0754, ""leaf_spot"": 0.5089, ""leaf_blight"": 0.3181}",leaf_blight,0.3181
cmtf9rsvf08piyc87iovnmfg5,leaf_blight,leaf_spot,0.4376,"{""healthy"": 0.0371, ""leaf_rust"": 0.1016, ""leaf_spot"": 0.4376, ""leaf_blight"": 0.4237}",leaf_blight,0.4237
cmtf9rsvk08pnyc87wlt2ygh6,leaf_blight,leaf_spot,0.3609,"{""healthy"": 0.1523, ""leaf_rust"": 0.2665, ""leaf_spot"": 0.3609, ""leaf_blight"": 0.2202}",leaf_rust,0.2665
cmtf9rsvp08psyc87z7dvi2ei,leaf_blight,healthy,0.3708,"{""healthy"": 0.3708, ""leaf_rust"": 0.0696, ""leaf_spot"": 0.28, ""leaf_blight"": 0.2796}",leaf_spot,0.28
cmtf9rsvx08q2yc87ca92jbfj,leaf_blight,leaf_rust,0.4359,"{""healthy"": 0.0875, ""leaf_rust"": 0.4359, ""leaf_spot"": 0.2009, ""leaf_blight"": 0.2757}",leaf_blight,0.2757
cmtf9rsw108q7yc8706f4h72m,leaf_blight,leaf_spot,0.5524,"{""healthy"": 0.1094, ""leaf_rust"": 0.033, ""leaf_spot"": 0.5524, ""leaf_blight"": 0.3052}",leaf_blight,0.3052
cmtf9rswa08qhyc87fgeqt3n3,leaf_blight,leaf_spot,0.4816,"{""healthy"": 0.1484, ""leaf_rust"": 0.0716, ""leaf_spot"": 0.4816, ""leaf_blight"": 0.2985}",leaf_blight,0.2985
cmtf9rswj08qryc87o0g5py1f,leaf_blight,leaf_spot,0.4777,"{""healthy"": 0.0667, ""leaf_rust"": 0.0837, ""leaf_spot"": 0.4777, ""leaf_blight"": 0.3719}",leaf_blight,0.3719
cmtf9rswp08qwyc876cx6bayd,leaf_blight,leaf_spot,0.5105,"{""healthy"": 0.1333, ""leaf_rust"": 0.0311, ""leaf_spot"": 0.5105, ""leaf_blight"": 0.3251}",leaf_blight,0.3251
cmtf9rsx308rbyc87w7ye5pvl,leaf_blight,leaf_spot,0.4232,"{""healthy"": 0.1841, ""leaf_rust"": 0.0488, ""leaf_spot"": 0.4232, ""leaf_blight"": 0.344}",leaf_blight,0.344
cmtf9rsxc08rlyc87t6g57d7z,leaf_blight,leaf_spot,0.4175,"{""healthy"": 0.0362, ""leaf_rust"": 0.1462, ""leaf_spot"": 0.4175, ""leaf_blight"": 0.4002}",leaf_blight,0.4002
cmtf9rsxh08rqyc875y8bekq6,leaf_blight,leaf_spot,0.381,"{""healthy"": 0.1056, ""leaf_rust"": 0.1489, ""leaf_spot"": 0.381, ""leaf_blight"": 0.3645}",leaf_blight,0.3645
cmtf9rsxu08s5yc8792vvrhh0,leaf_blight,leaf_spot,0.4635,"{""healthy"": 0.0643, ""leaf_rust"": 0.0958, ""leaf_spot"": 0.4635, ""leaf_blight"": 0.3763}",leaf_blight,0.3763
cmtf9rsy808skyc877knorxwt,leaf_blight,leaf_rust,0.4247,"{""healthy"": 0.0799, ""leaf_rust"": 0.4247, ""leaf_spot"": 0.3718, ""leaf_blight"": 0.1237}",leaf_spot,0.3718
cmtf9rsyh08suyc87br09bsd1,leaf_blight,leaf_rust,0.3166,"{""healthy"": 0.122, ""leaf_rust"": 0.3166, ""leaf_spot"": 0.2796, ""leaf_blight"": 0.2818}",leaf_blight,0.2818
cmtf9rszx08u3yc87i13lu5i1,leaf_blight,leaf_spot,0.4175,"{""healthy"": 0.0298, ""leaf_rust"": 0.1952, ""leaf_spot"": 0.4175, ""leaf_blight"": 0.3575}",leaf_blight,0.3575
cmtf9rt0408u8yc8730npgix8,leaf_blight,leaf_spot,0.3829,"{""healthy"": 0.2431, ""leaf_rust"": 0.1942, ""leaf_spot"": 0.3829, ""leaf_blight"": 0.1798}",healthy,0.2431
cmtf9rt0908udyc87o0ag9y51,leaf_blight,leaf_spot,0.4187,"{""healthy"": 0.2346, ""leaf_rust"": 0.0495, ""leaf_spot"": 0.4187, ""leaf_blight"": 0.2971}",leaf_blight,0.2971
cmtf9rt0g08uiyc87sv7x9loo,leaf_blight,leaf_spot,0.45,"{""healthy"": 0.0851, ""leaf_rust"": 0.0485, ""leaf_spot"": 0.45, ""leaf_blight"": 0.4164}",leaf_blight,0.4164
cmtf9rt0l08unyc874ic1bokc,leaf_blight,leaf_spot,0.3288,"{""healthy"": 0.2304, ""leaf_rust"": 0.2178, ""leaf_spot"": 0.3288, ""leaf_blight"": 0.223}",healthy,0.2304
cmtf9rt0x08uxyc87zkaok8os,leaf_blight,leaf_spot,0.5722,"{""healthy"": 0.0639, ""leaf_rust"": 0.0335, ""leaf_spot"": 0.5722, ""leaf_blight"": 0.3304}",leaf_blight,0.3304
cmtf9rt1a08v7yc87m5cv11qy,leaf_blight,leaf_spot,0.325,"{""healthy"": 0.1702, ""leaf_rust"": 0.2926, ""leaf_spot"": 0.325, ""leaf_blight"": 0.2122}",leaf_rust,0.2926
cmtfa6vkt0bm8yc87hivx4ncm,leaf_spot,leaf_blight,0.3907,"{""healthy"": 0.0606, ""leaf_rust"": 0.1856, ""leaf_spot"": 0.3631, ""leaf_blight"": 0.3907}",leaf_spot,0.3631
cmtfa6vky0bmiyc87a1nsabqk,leaf_spot,leaf_rust,0.387,"{""healthy"": 0.0422, ""leaf_rust"": 0.387, ""leaf_spot"": 0.2502, ""leaf_blight"": 0.3206}",leaf_blight,0.3206
cmtfa6vl10bmnyc87htdmi7hn,leaf_spot,leaf_rust,0.3017,"{""healthy"": 0.248, ""leaf_rust"": 0.3017, ""leaf_spot"": 0.2781, ""leaf_blight"": 0.1723}",leaf_spot,0.2781
cmtfa6vla0bn7yc87561ilnzq,leaf_spot,leaf_rust,0.6401,"{""healthy"": 0.0056, ""leaf_rust"": 0.6401, ""leaf_spot"": 0.2185, ""leaf_blight"": 0.1358}",leaf_spot,0.2185
cmtfa6vlc0bncyc87tqfehopw,leaf_spot,leaf_blight,0.4992,"{""healthy"": 0.0162, ""leaf_rust"": 0.1002, ""leaf_spot"": 0.3844, ""leaf_blight"": 0.4992}",leaf_spot,0.3844
cmtfa6vle0bnhyc87l8ycf365,leaf_spot,leaf_rust,0.7527,"{""healthy"": 0.0115, ""leaf_rust"": 0.7527, ""leaf_spot"": 0.118, ""leaf_blight"": 0.1178}",leaf_spot,0.118
cmtfa6vln0bnwyc874ycim3yz,leaf_spot,leaf_rust,0.7759,"{""healthy"": 0.0022, ""leaf_rust"": 0.7759, ""leaf_spot"": 0.1693, ""leaf_blight"": 0.0526}",leaf_spot,0.1693
cmtfa6vlv0bobyc87edd369tl,leaf_spot,leaf_rust,0.6135,"{""healthy"": 0.009, ""leaf_rust"": 0.6135, ""leaf_spot"": 0.2705, ""leaf_blight"": 0.1071}",leaf_spot,0.2705
cmtfa6vm00bogyc87odo64m3f,leaf_spot,leaf_rust,0.4698,"{""healthy"": 0.0326, ""leaf_rust"": 0.4698, ""leaf_spot"": 0.3106, ""leaf_blight"": 0.1871}",leaf_spot,0.3106
cmtfa6vm50boqyc87y0g4trxr,leaf_spot,leaf_rust,0.6485,"{""healthy"": 0.0174, ""leaf_rust"": 0.6485, ""leaf_spot"": 0.2241, ""leaf_blight"": 0.1101}",leaf_spot,0.2241
cmtfa6vm90bovyc87w1h5wsf4,leaf_spot,leaf_rust,0.5831,"{""healthy"": 0.0114, ""leaf_rust"": 0.5831, ""leaf_spot"": 0.2372, ""leaf_blight"": 0.1683}",leaf_spot,0.2372
cmtfa6vn40bpzyc87nq91zeo2,leaf_spot,leaf_rust,0.5591,"{""healthy"": 0.006, ""leaf_rust"": 0.5591, ""leaf_spot"": 0.2904, ""leaf_blight"": 0.1446}",leaf_spot,0.2904
cmtfa6vnt0bqoyc87tkqgtlk5,leaf_spot,leaf_blight,0.525,"{""healthy"": 0.0108, ""leaf_rust"": 0.2321, ""leaf_spot"": 0.2321, ""leaf_blight"": 0.525}",leaf_rust,0.2321
cmtfa6vny0bqtyc8796wbi1ah,leaf_spot,leaf_rust,0.4697,"{""healthy"": 0.0355, ""leaf_rust"": 0.4697, ""leaf_spot"": 0.2016, ""leaf_blight"": 0.2932}",leaf_blight,0.2932
cmtfa6vo20bqyyc87brnw29s8,leaf_spot,leaf_rust,0.6533,"{""healthy"": 0.0099, ""leaf_rust"": 0.6533, ""leaf_spot"": 0.1906, ""leaf_blight"": 0.1461}",leaf_spot,0.1906
cmtfa6vo60br3yc87jjkfneya,leaf_spot,leaf_blight,0.5632,"{""healthy"": 0.0177, ""leaf_rust"": 0.0691, ""leaf_spot"": 0.35, ""leaf_blight"": 0.5632}",leaf_spot,0.35
