image_id,true_label,predicted_label,confidence,probabilities,second_class,second_confidence
cmtf9npm704tsyc872iz0c4i9,leaf_rust,leaf_blight,0.5008,"{""healthy"": 0.0001, ""leaf_rust"": 0.0063, ""leaf_spot"": 0.4928, ""leaf_blight"": 0.5008}",leaf_spot,0.4928
cmtf9npmx04umyc87sztsaqsq,leaf_rust,leaf_spot,0.6946,"{""healthy"": 0.0024, ""leaf_rust"": 0.2942, ""leaf_spot"": 0.6946, ""leaf_blight"": 0.0087}",leaf_rust,0.2942
cmtf9npnn04vgyc87zat0h1li,leaf_rust,leaf_spot,0.5001,"{""healthy"": 0.076, ""leaf_rust"": 0.2484, ""leaf_spot"": 0.5001, ""leaf_blight"": 0.1755}",leaf_rust,0.2484
cmtf9npnq04vlyc875nvhteqy,leaf_rust,leaf_spot,0.7201,"{""healthy"": 0.0118, ""leaf_rust"": 0.2052, ""leaf_spot"": 0.7201, ""leaf_blight"": 0.0628}",leaf_rust,0.2052
cmtf9npny04vvyc87vljgufgq,leaf_rust,leaf_spot,0.8726,"{""healthy"": 0.0012, ""leaf_rust"": 0.1108, ""leaf_spot"": 0.8726, ""leaf_blight"": 0.0155}",leaf_rust,0.1108
cmtf9npo504w5yc87r3y6pufs,leaf_rust,leaf_blight,0.5899,"{""healthy"": 0.0003, ""leaf_rust"": 0.1017, ""leaf_spot"": 0.308, ""leaf_blight"": 0.5899}",leaf_spot,0.308
cmtf9npo904wayc87qd4gygqi,leaf_rust,leaf_spot,0.5199,"{""healthy"": 0.0049, ""leaf_rust"": 0.3622, ""leaf_spot"": 0.5199, ""leaf_blight"": 0.1131}",leaf_rust,0.3622
cmtf9npoe04wfyc87kpr94pra,leaf_rust,leaf_spot,0.7205,"{""healthy"": 0.0027, ""leaf_rust"": 0.2468, ""leaf_spot"": 0.7205, ""leaf_blight"": 0.03}",leaf_rust,0.2468
cmtf9npoq04wuyc87xketk09f,leaf_rust,leaf_blight,0.4702,"{""healthy"": 0.0226, ""leaf_rust"": 0.3645, ""leaf_spot"": 0.1426, ""leaf_blight"": 0.4702}",leaf_rust,0.3645
cmtf9npp504xeyc87ohdsm6fc,leaf_rust,leaf_spot,0.6396,"{""healthy"": 0.0389, ""leaf_rust"": 0.2526, ""leaf_spot"": 0.6396, ""leaf_blight"": 0.0689}",leaf_rust,0.2526
cmtf9nppa04xjyc87d9amt58t,leaf_rust,leaf_spot,0.8311,"{""healthy"": 0.0166, ""leaf_rust"": 0.1022, ""leaf_spot"": 0.8311, ""leaf_blight"": 0.0501}",leaf_rust,0.1022
cmtf9nppy04ydyc871e52eln9,leaf_rust,leaf_spot,0.4797,"{""healthy"": 0.0092, ""leaf_rust"": 0.43, ""leaf_spot"": 0.4797, ""leaf_blight"": 0.0811}",leaf_rust,0.43
cmtf9npqe04yxyc87nn9laczx,leaf_rust,leaf_spot,0.8118,"{""healthy"": 0.0027, ""leaf_rust"": 0.1194, ""leaf_spot"": 0.8118, ""leaf_blight"": 0.0661}",leaf_rust,0.1194
cmtf9npqn04z7yc87k8fll2i5,leaf_rust,leaf_spot,0.613,"{""healthy"": 0.0012, ""leaf_rust"": 0.3728, ""leaf_spot"": 0.613, ""leaf_blight"": 0.0131}",leaf_rust,0.3728
cmtf9npqv04zhyc87lr5scu92,leaf_rust,leaf_spot,0.7457,"{""healthy"": 0.0052, ""leaf_rust"": 0.2438, ""leaf_spot"": 0.7457, ""leaf_blight"": 0.0053}",leaf_rust,0.2438
cmtf9npr304zryc87ig7rc5mj,leaf_rust,leaf_spot,0.9332,"{""healthy"": 0.0022, ""leaf_rust"": 0.0293, ""leaf_spot"": 0.9332, ""leaf_blight"": 0.0353}",leaf_blight,0.0353
cmtf9nprp050gyc871jiujshi,leaf_rust,leaf_spot,0.4892,"{""healthy"": 0.0346, ""leaf_rust"": 0.4705, ""leaf_spot"": 0.4892, ""leaf_blight"": 0.0057}",leaf_rust,0.4705
cmtf9rsq508izyc87myuzb1vc,leaf_blight,leaf_rust,0.8993,"{""healthy"": 0.0059, ""leaf_rust"": 0.8993, ""leaf_spot"": 0.0572, ""leaf_blight"": 0.0376}",leaf_spot,0.0572
cmtf9rsqe08j9yc878barkky8,leaf_blight,leaf_rust,0.6866,"{""healthy"": 0.012, ""leaf_rust"": 0.6866, ""leaf_spot"": 0.0738, ""leaf_blight"": 0.2276}",leaf_blight,0.2276
cmtf9rsqu08jtyc87x3hty0yv,leaf_blight,leaf_rust,0.4919,"{""healthy"": 0.0072, ""leaf_rust"": 0.4919, ""leaf_spot"": 0.0646, ""leaf_blight"": 0.4363}",leaf_blight,0.4363
cmtf9rsr108k3yc87ju7otuju,leaf_blight,leaf_rust,0.8142,"{""healthy"": 0.002, ""leaf_rust"": 0.8142, ""leaf_spot"": 0.0573, ""leaf_blight"": 0.1264}",leaf_blight,0.1264
cmtf9rsr508k8yc87d55lmla8,leaf_blight,leaf_rust,0.9556,"{""healthy"": 0.0038, ""leaf_rust"": 0.9556, ""leaf_spot"": 0.0286, ""leaf_blight"": 0.0119}",leaf_spot,0.0286
cmtf9rsru08l2yc87glaf3t3t,leaf_blight,leaf_spot,0.5056,"{""healthy"": 0.0022, ""leaf_rust"": 0.0332, ""leaf_spot"": 0.5056, ""leaf_blight"": 0.459}",leaf_blight,0.459
cmtf9rssc08lryc875qodv1uj,leaf_blight,leaf_rust,0.951,"{""healthy"": 0.0028, ""leaf_rust"": 0.951, ""leaf_spot"": 0.0321, ""leaf_blight"": 0.0141}",leaf_spot,0.0321
cmtf9rssk08m1yc87pqs1dcga,leaf_blight,leaf_rust,0.7837,"{""healthy"": 0.0053, ""leaf_rust"": 0.7837, ""leaf_spot"": 0.1046, ""leaf_blight"": 0.1064}",leaf_blight,0.1064
cmtf9rst008mlyc87yb5tlb9k,leaf_blight,leaf_rust,0.6304,"{""healthy"": 0.0084, ""leaf_rust"": 0.6304, ""leaf_spot"": 0.0347, ""leaf_blight"": 0.3266}",leaf_blight,0.3266
cmtf9rst808mvyc87c6tiiss1,leaf_blight,leaf_rust,0.79,"{""healthy"": 0.0095, ""leaf_rust"": 0.79, ""leaf_spot"": 0.1014, ""leaf_blight"": 0.0991}",leaf_spot,0.1014
cmtf9rsts08nkyc87ymv3uw57,leaf_blight,leaf_spot,0.525,"{""healthy"": 0.0022, ""leaf_rust"": 0.0381, ""leaf_spot"": 0.525, ""leaf_blight"": 0.4348}",leaf_blight,0.4348
cmtf9rsu108nuyc87pseh61lb,leaf_blight,leaf_rust,0.5079,"{""healthy"": 0.0083, ""leaf_rust"": 0.5079, ""leaf_spot"": 0.3298, ""leaf_blight"": 0.1541}",leaf_spot,0.3298
cmtf9rsuu08otyc878aaotn59,leaf_blight,leaf_rust,0.5958,"{""healthy"": 0.0042, ""leaf_rust"": 0.5958, ""leaf_spot"": 0.2248, ""leaf_blight"": 0.1751}",leaf_spot,0.2248
cmtf9rsuy08oyyc87jcf22h8q,leaf_blight,leaf_rust,0.8013,"{""healthy"": 0.0076, ""leaf_rust"": 0.8013, ""leaf_spot"": 0.0963, ""leaf_blight"": 0.0948}",leaf_spot,0.0963
cmtf9rsv608p8yc87vfi3ueit,leaf_blight,leaf_rust,0.8442,"{""healthy"": 0.007, ""leaf_rust"": 0.8442, ""leaf_spot"": 0.0789, ""leaf_blight"": 0.0698}",leaf_spot,0.0789
cmtf9rsvb08pdyc87faujmv12,leaf_blight,leaf_spot,0.4766,"{""healthy"": 0.0021, ""leaf_rust"": 0.1645, ""leaf_spot"": 0.4766, ""leaf_blight"": 0.3568}",leaf_blight,0.3568
cmtf9rsvk08pnyc87wlt2ygh6,leaf_blight,leaf_rust,0.9157,"{""healthy"": 0.0048, ""leaf_rust"": 0.9157, ""leaf_spot"": 0.0469, ""leaf_blight"": 0.0326}",leaf_spot,0.0469
cmtf9rsvx08q2yc87ca92jbfj,leaf_blight,leaf_rust,0.9189,"{""healthy"": 0.0032, ""leaf_rust"": 0.9189, ""leaf_spot"": 0.0251, ""leaf_blight"": 0.0529}",leaf_blight,0.0529
cmtf9rswa08qhyc87fgeqt3n3,leaf_blight,leaf_spot,0.6146,"{""healthy"": 0.0017, ""leaf_rust"": 0.0054, ""leaf_spot"": 0.6146, ""leaf_blight"": 0.3783}",leaf_blight,0.3783
cmtf9rswp08qwyc876cx6bayd,leaf_blight,leaf_rust,0.4451,"{""healthy"": 0.0077, ""leaf_rust"": 0.4451, ""leaf_spot"": 0.1291, ""leaf_blight"": 0.4181}",leaf_blight,0.4181
cmtf9rsx808rgyc87klglrzed,leaf_blight,leaf_spot,0.5137,"{""healthy"": 0.038, ""leaf_rust"": 0.1457, ""leaf_spot"": 0.5137, ""leaf_blight"": 0.3026}",leaf_blight,0.3026
cmtf9rsxu08s5yc8792vvrhh0,leaf_blight,leaf_spot,0.6482,"{""healthy"": 0.0115, ""leaf_rust"": 0.1893, ""leaf_spot"": 0.6482, ""leaf_blight"": 0.151}",leaf_rust,0.1893
cmtf9rsy808skyc877knorxwt,leaf_blight,leaf_rust,0.791,"{""healthy"": 0.0057, ""leaf_rust"": 0.791, ""leaf_spot"": 0.1328, ""leaf_blight"": 0.0705}",leaf_spot,0.1328
cmtf9rsyh08suyc87br09bsd1,leaf_blight,leaf_rust,0.8808,"{""healthy"": 0.0053, ""leaf_rust"": 0.8808, ""leaf_spot"": 0.0361, ""leaf_blight"": 0.0777}",leaf_blight,0.0777
cmtf9rsz108teyc87xzg8nlvi,leaf_blight,leaf_spot,0.5409,"{""healthy"": 0.005, ""leaf_rust"": 0.017, ""leaf_spot"": 0.5409, ""leaf_blight"": 0.4372}",leaf_blight,0.4372
cmtf9rszh08toyc87i5q3fgsk,leaf_blight,leaf_rust,0.734,"{""healthy"": 0.0168, ""leaf_rust"": 0.734, ""leaf_spot"": 0.0268, ""leaf_blight"": 0.2223}",leaf_blight,0.2223
cmtf9rszs08tyyc87hqoz5mc8,leaf_blight,leaf_rust,0.5355,"{""healthy"": 0.006, ""leaf_rust"": 0.5355, ""leaf_spot"": 0.0889, ""leaf_blight"": 0.3697}",leaf_blight,0.3697
cmtf9rt0408u8yc8730npgix8,leaf_blight,leaf_rust,0.4866,"{""healthy"": 0.006, ""leaf_rust"": 0.4866, ""leaf_spot"": 0.371, ""leaf_blight"": 0.1364}",leaf_spot,0.371
cmtf9rt0l08unyc874ic1bokc,leaf_blight,leaf_spot,0.7648,"{""healthy"": 0.018, ""leaf_rust"": 0.1184, ""leaf_spot"": 0.7648, ""leaf_blight"": 0.0989}",leaf_rust,0.1184
cmtf9rt1a08v7yc87m5cv11qy,leaf_blight,leaf_rust,0.7901,"{""healthy"": 0.0313, ""leaf_rust"": 0.7901, ""leaf_spot"": 0.1016, ""leaf_blight"": 0.0769}",leaf_spot,0.1016
cmtfa3isc0af1yc87hp1gw413,leaf_spot,leaf_blight,0.4504,"{""healthy"": 0.0138, ""leaf_rust"": 0.2987, ""leaf_spot"": 0.2372, ""leaf_blight"": 0.4504}",leaf_rust,0.2987
cmtfa3isr0aflyc87zjfrb9wt,leaf_spot,leaf_rust,0.9477,"{""healthy"": 0.0045, ""leaf_rust"": 0.9477, ""leaf_spot"": 0.0256, ""leaf_blight"": 0.0222}",leaf_spot,0.0256
cmtfa3isu0afqyc87o9etuvbh,leaf_spot,leaf_blight,0.7583,"{""healthy"": 0.0191, ""leaf_rust"": 0.0545, ""leaf_spot"": 0.1681, ""leaf_blight"": 0.7583}",leaf_spot,0.1681
cmtfa3it10ag0yc87fn08kroz,leaf_spot,leaf_blight,0.4353,"{""healthy"": 0.0396, ""leaf_rust"": 0.3632, ""leaf_spot"": 0.1619, ""leaf_blight"": 0.4353}",leaf_rust,0.3632
cmtfa3it40ag5yc87vvjkhvau,leaf_spot,leaf_blight,0.6295,"{""healthy"": 0.0269, ""leaf_rust"": 0.1937, ""leaf_spot"": 0.1499, ""leaf_blight"": 0.6295}",leaf_rust,0.1937
cmtfa3it70agayc87y02o0bkr,leaf_spot,leaf_blight,0.6531,"{""healthy"": 0.016, ""leaf_rust"": 0.1268, ""leaf_spot"": 0.2042, ""leaf_blight"": 0.6531}",leaf_spot,0.2042
cmtfa3itb0agfyc87b13heim4,leaf_spot,leaf_blight,0.502,"{""healthy"": 0.0104, ""leaf_rust"": 0.4413, ""leaf_spot"": 0.0463, ""leaf_blight"": 0.502}",leaf_rust,0.4413
cmtfa3itf0agkyc87i6ngvq37,leaf_spot,leaf_blight,0.5669,"{""healthy"": 0.0062, ""leaf_rust"": 0.2621, ""leaf_spot"": 0.1648, ""leaf_blight"": 0.5669}",leaf_rust,0.2621
cmtfa3itl0aguyc87wzdlzp8x,leaf_spot,leaf_blight,0.769,"{""healthy"": 0.0037, ""leaf_rust"": 0.039, ""leaf_spot"": 0.1883, ""leaf_blight"": 0.769}",leaf_spot,0.1883
cmtfa3ito0agzyc87inczkkzg,leaf_spot,leaf_rust,0.3845,"{""healthy"": 0.0047, ""leaf_rust"": 0.3845, ""leaf_spot"": 0.3523, ""leaf_blight"": 0.2584}",leaf_spot,0.3523
cmtfa3itv0ah9yc87j0jenrpg,leaf_spot,leaf_blight,0.8816,"{""healthy"": 0.0038, ""leaf_rust"": 0.0331, ""leaf_spot"": 0.0815, ""leaf_blight"": 0.8816}",leaf_spot,0.0815
cmtfa3itz0aheyc87ydwy3ygu,leaf_spot,leaf_blight,0.7562,"{""healthy"": 0.0053, ""leaf_rust"": 0.1196, ""leaf_spot"": 0.1189, ""leaf_blight"": 0.7562}",leaf_rust,0.1196
cmtfa3iu30ahjyc872we1yw5l,leaf_spot,leaf_blight,0.5429,"{""healthy"": 0.035, ""leaf_rust"": 0.0576, ""leaf_spot"": 0.3646, ""leaf_blight"": 0.5429}",leaf_spot,0.3646
cmtfa3iu70ahoyc87sedtxcxx,leaf_spot,leaf_blight,0.3604,"{""healthy"": 0.0316, ""leaf_rust"": 0.3488, ""leaf_spot"": 0.2592, ""leaf_blight"": 0.3604}",leaf_rust,0.3488
cmtfa3iuc0ahtyc8799gf9og9,leaf_spot,leaf_blight,0.8697,"{""healthy"": 0.0072, ""leaf_rust"": 0.0662, ""leaf_spot"": 0.057, ""leaf_blight"": 0.8697}",leaf_rust,0.0662
cmtfa3iuk0ai3yc87w9fpfxcp,leaf_spot,leaf_blight,0.652,"{""healthy"": 0.0093, ""leaf_rust"": 0.1611, ""leaf_spot"": 0.1775, ""leaf_blight"": 0.652}",leaf_spot,0.1775
cmtfa3iuo0ai8yc87rr701vev,leaf_spot,leaf_blight,0.5661,"{""healthy"": 0.0259, ""leaf_rust"": 0.147, ""leaf_spot"": 0.2609, ""leaf_blight"": 0.5661}",leaf_spot,0.2609
cmtfa3ius0aidyc87b3hmpyk8,leaf_spot,leaf_rust,0.6775,"{""healthy"": 0.0232, ""leaf_rust"": 0.6775, ""leaf_spot"": 0.2137, ""leaf_blight"": 0.0857}",leaf_spot,0.2137
cmtfa3iuw0aiiyc87r4mzy5ae,leaf_spot,leaf_blight,0.6971,"{""healthy"": 0.0019, ""leaf_rust"": 0.0163, ""leaf_spot"": 0.2847, ""leaf_blight"": 0.6971}",leaf_spot,0.2847
cmtfa3iuz0ainyc87klq2hv7b,leaf_spot,leaf_blight,0.5583,"{""healthy"": 0.0214, ""leaf_rust"": 0.1481, ""leaf_spot"": 0.2723, ""leaf_blight"": 0.5583}",leaf_spot,0.2723
cmtfa3iv30aisyc877mmsuejm,leaf_spot,leaf_blight,0.9636,"{""healthy"": 0.0006, ""leaf_rust"": 0.0231, ""leaf_spot"": 0.0127, ""leaf_blight"": 0.9636}",leaf_rust,0.0231
cmtfa3ivm0ajcyc87ukopas3w,leaf_spot,leaf_blight,0.6679,"{""healthy"": 0.0029, ""leaf_rust"": 0.0882, ""leaf_spot"": 0.2409, ""leaf_blight"": 0.6679}",leaf_spot,0.2409
cmtfa3ivq0ajhyc87msm515z2,leaf_spot,leaf_blight,0.471,"{""healthy"": 0.0368, ""leaf_rust"": 0.2605, ""leaf_spot"": 0.2317, ""leaf_blight"": 0.471}",leaf_rust,0.2605
cmtfa3ivu0ajmyc87nmkm03cq,leaf_spot,leaf_blight,0.6496,"{""healthy"": 0.0005, ""leaf_rust"": 0.0115, ""leaf_spot"": 0.3384, ""leaf_blight"": 0.6496}",leaf_spot,0.3384
cmtfa3ivy0ajryc87k4lo8ff2,leaf_spot,leaf_blight,0.4096,"{""healthy"": 0.014, ""leaf_rust"": 0.3447, ""leaf_spot"": 0.2318, ""leaf_blight"": 0.4096}",leaf_rust,0.3447
cmtfa3iw20ajwyc87jl6w9xh6,leaf_spot,leaf_rust,0.3917,"{""healthy"": 0.0358, ""leaf_rust"": 0.3917, ""leaf_spot"": 0.3214, ""leaf_blight"": 0.251}",leaf_spot,0.3214
cmtfa3iw50ak1yc879pl6ai1c,leaf_spot,leaf_blight,0.733,"{""healthy"": 0.0128, ""leaf_rust"": 0.061, ""leaf_spot"": 0.1933, ""leaf_blight"": 0.733}",leaf_spot,0.1933
cmtfa3iwq0akqyc875w544rwt,leaf_spot,leaf_blight,0.6953,"{""healthy"": 0.003, ""leaf_rust"": 0.058, ""leaf_spot"": 0.2437, ""leaf_blight"": 0.6953}",leaf_spot,0.2437
cmtfa3iwu0akvyc87g98n7rd6,leaf_spot,leaf_blight,0.667,"{""healthy"": 0.0101, ""leaf_rust"": 0.0459, ""leaf_spot"": 0.2769, ""leaf_blight"": 0.667}",leaf_spot,0.2769
cmtfa3ixa0alfyc874bukdn3s,leaf_spot,leaf_blight,0.8338,"{""healthy"": 0.0005, ""leaf_rust"": 0.0162, ""leaf_spot"": 0.1495, ""leaf_blight"": 0.8338}",leaf_spot,0.1495
cmtfa3ixe0alkyc873g1ynu4s,leaf_spot,leaf_blight,0.8179,"{""healthy"": 0.0009, ""leaf_rust"": 0.065, ""leaf_spot"": 0.1163, ""leaf_blight"": 0.8179}",leaf_spot,0.1163
cmtfa3ixi0alpyc87ig53zt5u,leaf_spot,leaf_blight,0.4311,"{""healthy"": 0.0104, ""leaf_rust"": 0.1306, ""leaf_spot"": 0.4279, ""leaf_blight"": 0.4311}",leaf_spot,0.4279
cmtfa3ixm0aluyc87hgbu30oi,leaf_spot,leaf_blight,0.5581,"{""healthy"": 0.0109, ""leaf_rust"": 0.3203, ""leaf_spot"": 0.1106, ""leaf_blight"": 0.5581}",leaf_rust,0.3203
cmtfa3ixq0alzyc87dd9x71pa,leaf_spot,leaf_blight,0.916,"{""healthy"": 0.0134, ""leaf_rust"": 0.0332, ""leaf_spot"": 0.0374, ""leaf_blight"": 0.916}",leaf_spot,0.0374
cmtfa3ixz0am9yc874d7eonvf,leaf_spot,leaf_blight,0.4171,"{""healthy"": 0.0311, ""leaf_rust"": 0.4141, ""leaf_spot"": 0.1376, ""leaf_blight"": 0.4171}",leaf_rust,0.4141
cmtfa3iyi0amtyc87lb6hvotx,leaf_spot,leaf_blight,0.4975,"{""healthy"": 0.0044, ""leaf_rust"": 0.0437, ""leaf_spot"": 0.4544, ""leaf_blight"": 0.4975}",leaf_spot,0.4544
cmtfa3iyn0amyyc87jbbrjscb,leaf_spot,leaf_blight,0.8429,"{""healthy"": 0.0053, ""leaf_rust"": 0.091, ""leaf_spot"": 0.0609, ""leaf_blight"": 0.8429}",leaf_rust,0.091
cmtfa3iys0an3yc87qh6u9une,leaf_spot,leaf_rust,0.5473,"{""healthy"": 0.0092, ""leaf_rust"": 0.5473, ""leaf_spot"": 0.2811, ""leaf_blight"": 0.1623}",leaf_spot,0.2811
cmtfa3iyw0an8yc87rceb4u1k,leaf_spot,leaf_blight,0.7145,"{""healthy"": 0.0018, ""leaf_rust"": 0.0477, ""leaf_spot"": 0.236, ""leaf_blight"": 0.7145}",leaf_spot,0.236
cmtfa3iz60aniyc87ypc7m4x1,leaf_spot,leaf_blight,0.8728,"{""healthy"": 0.0146, ""leaf_rust"": 0.0237, ""leaf_spot"": 0.089, ""leaf_blight"": 0.8728}",leaf_spot,0.089
cmtfa3izb0annyc87qh38hdg4,leaf_spot,leaf_blight,0.9333,"{""healthy"": 0.003, ""leaf_rust"": 0.027, ""leaf_spot"": 0.0367, ""leaf_blight"": 0.9333}",leaf_spot,0.0367
cmtfa3izg0ansyc878jy0m69s,leaf_spot,leaf_blight,0.6796,"{""healthy"": 0.0209, ""leaf_rust"": 0.213, ""leaf_spot"": 0.0865, ""leaf_blight"": 0.6796}",leaf_rust,0.213
cmtfa3izp0ao2yc87j5oi2itr,leaf_spot,leaf_blight,0.6453,"{""healthy"": 0.0035, ""leaf_rust"": 0.0829, ""leaf_spot"": 0.2683, ""leaf_blight"": 0.6453}",leaf_spot,0.2683
cmtfa3izu0ao7yc87gkjohebi,leaf_spot,leaf_blight,0.766,"{""healthy"": 0.0009, ""leaf_rust"": 0.0197, ""leaf_spot"": 0.2134, ""leaf_blight"": 0.766}",leaf_spot,0.2134
cmtfa3j040aohyc87kmvfko3t,leaf_spot,leaf_rust,0.7045,"{""healthy"": 0.0043, ""leaf_rust"": 0.7045, ""leaf_spot"": 0.1079, ""leaf_blight"": 0.1833}",leaf_blight,0.1833
cmtfa3j080aomyc87e9hnq93o,leaf_spot,leaf_blight,0.384,"{""healthy"": 0.3612, ""leaf_rust"": 0.0922, ""leaf_spot"": 0.1626, ""leaf_blight"": 0.384}",healthy,0.3612
cmtfa3j0h0aowyc87j7nqkr6j,leaf_spot,leaf_blight,0.5346,"{""healthy"": 0.0043, ""leaf_rust"": 0.2083, ""leaf_spot"": 0.2528, ""leaf_blight"": 0.5346}",leaf_spot,0.2528
cmtfa3j0l0ap1yc870tqqtczb,leaf_spot,leaf_blight,0.4569,"{""healthy"": 0.0033, ""leaf_rust"": 0.2502, ""leaf_spot"": 0.2896, ""leaf_blight"": 0.4569}",leaf_spot,0.2896
cmtfa3j0v0apbyc87ilbx97vc,leaf_spot,leaf_blight,0.6745,"{""healthy"": 0.0109, ""leaf_rust"": 0.2346, ""leaf_spot"": 0.08, ""leaf_blight"": 0.6745}",leaf_rust,0.2346
cmtfa3j130aplyc87q5i95534,leaf_spot,leaf_rust,0.6119,"{""healthy"": 0.0321, ""leaf_rust"": 0.6119, ""leaf_spot"": 0.2425, ""leaf_blight"": 0.1136}",leaf_spot,0.2425
cmtfa3j170apqyc87b8rox1r3,leaf_spot,leaf_rust,0.3914,"{""healthy"": 0.0958, ""leaf_rust"": 0.3914, ""leaf_spot"": 0.3526, ""leaf_blight"": 0.1602}",leaf_spot,0.3526
cmtfa3j1k0aq5yc87uu0p5ji2,leaf_spot,leaf_blight,0.7491,"{""healthy"": 0.0145, ""leaf_rust"": 0.0484, ""leaf_spot"": 0.188, ""leaf_blight"": 0.7491}",leaf_spot,0.188
cmtfa3j1q0aqayc87uz7lx0c0,leaf_spot,leaf_blight,0.7275,"{""healthy"": 0.0123, ""leaf_rust"": 0.1049, ""leaf_spot"": 0.1553, ""leaf_blight"": 0.7275}",leaf_spot,0.1553
cmtfa3j240aqpyc87buao5wdk,leaf_spot,leaf_blight,0.5253,"{""healthy"": 0.0099, ""leaf_rust"": 0.1961, ""leaf_spot"": 0.2687, ""leaf_blight"": 0.5253}",leaf_spot,0.2687
cmtfa3j290aquyc870eoco0w4,leaf_spot,leaf_blight,0.7709,"{""healthy"": 0.0155, ""leaf_rust"": 0.0962, ""leaf_spot"": 0.1175, ""leaf_blight"": 0.7709}",leaf_spot,0.1175
cmtfa3j2e0aqzyc87aqzp8pyv,leaf_spot,leaf_rust,0.497,"{""healthy"": 0.0056, ""leaf_rust"": 0.497, ""leaf_spot"": 0.1476, ""leaf_blight"": 0.3498}",leaf_blight,0.3498
cmtfa3j2k0ar4yc87uuar2lp6,leaf_spot,leaf_blight,0.4523,"{""healthy"": 0.0216, ""leaf_rust"": 0.1783, ""leaf_spot"": 0.3478, ""leaf_blight"": 0.4523}",leaf_spot,0.3478
cmtfa3j2p0ar9yc87ifd05ldr,leaf_spot,leaf_rust,0.6321,"{""healthy"": 0.0165, ""leaf_rust"": 0.6321, ""leaf_spot"": 0.0759, ""leaf_blight"": 0.2755}",leaf_blight,0.2755
cmtfa3j300arjyc87rfccw98g,leaf_spot,leaf_blight,0.517,"{""healthy"": 0.0719, ""leaf_rust"": 0.2197, ""leaf_spot"": 0.1914, ""leaf_blight"": 0.517}",leaf_rust,0.2197
