image_id,true_label,predicted_label,confidence,probabilities,second_class,second_confidence
cmu4rwdts06u3yclnkp4c8li9,leaf_spot,leaf_rust,0.4971,"{""healthy"": 0.0014, ""leaf_rust"": 0.4971, ""leaf_spot"": 0.4843, ""leaf_blight"": 0.0172}",leaf_spot,0.4843
cmu4rwfg10757ycln4gh523hv,leaf_spot,leaf_rust,0.882,"{""healthy"": 0.0004, ""leaf_rust"": 0.882, ""leaf_spot"": 0.0805, ""leaf_blight"": 0.0371}",leaf_spot,0.0805
cmu4rwfnz076qycln13bgc741,leaf_spot,leaf_rust,0.4324,"{""healthy"": 0.0034, ""leaf_rust"": 0.4324, ""leaf_spot"": 0.2731, ""leaf_blight"": 0.2911}",leaf_blight,0.2911
cmu4rwg3x079nyclnwtmzh2tp,leaf_spot,leaf_rust,0.5925,"{""healthy"": 0.0, ""leaf_rust"": 0.5925, ""leaf_spot"": 0.4031, ""leaf_blight"": 0.0044}",leaf_spot,0.4031
cmu4rwg9207ahycln01bwbx7m,leaf_spot,leaf_rust,0.5538,"{""healthy"": 0.0001, ""leaf_rust"": 0.5538, ""leaf_spot"": 0.4349, ""leaf_blight"": 0.0112}",leaf_spot,0.4349
cmu4rwdrt06toyclnzwvg3sm8,leaf_spot,leaf_rust,0.602,"{""healthy"": 0.0005, ""leaf_rust"": 0.602, ""leaf_spot"": 0.3498, ""leaf_blight"": 0.0478}",leaf_spot,0.3498
cmu4rwi6a07osycln78wxngez,leaf_spot,leaf_rust,0.5305,"{""healthy"": 0.0001, ""leaf_rust"": 0.5305, ""leaf_spot"": 0.4566, ""leaf_blight"": 0.0128}",leaf_spot,0.4566
cmu4rwib807q1yclncd0wi2qp,leaf_spot,leaf_rust,0.6773,"{""healthy"": 0.0001, ""leaf_rust"": 0.6773, ""leaf_spot"": 0.3051, ""leaf_blight"": 0.0175}",leaf_spot,0.3051
cmu4rwjeb07wpyclnnr0iggeq,leaf_spot,leaf_rust,0.5137,"{""healthy"": 0.0111, ""leaf_rust"": 0.5137, ""leaf_spot"": 0.4145, ""leaf_blight"": 0.0607}",leaf_spot,0.4145
cmu4rwjn107ydyclni513ci0s,leaf_spot,leaf_blight,0.9387,"{""healthy"": 0.0, ""leaf_rust"": 0.0001, ""leaf_spot"": 0.0612, ""leaf_blight"": 0.9387}",leaf_spot,0.0612
